"","age","working_sector","financial_weight","qualification","years_of_education","tax_paid","loan_taken","marital_status","occupation","relationship","ethnicity","gender","gain","loss","working_hours","country","target"
"458",60,"Employed",201965," Some-college",10,8225.9878385812,"0","Un_married","specialty"," Unmarried"," White"," Male",0,0,40," United-States","1"
"460",35,"Employed",285020," HS-grad",9,6031.4533505589,"0","Un_married","repair"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"461",67,"Employed",49401," Assoc-voc",11,8982.8850543127,"0","Un_married","other"," Not-in-family"," White"," Female",0,0,24," United-States","0"
"462",46,"Employed",279196," Bachelors",13,5064.037819393,"0","Un_married","repair"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"463",17,"Employed",211870," 9th",5,8565.0597326458,"0","Un_married","other"," Not-in-family"," White"," Male",0,0,6," United-States","0"
"464",27,"Employed",161155," 10th",6,5486.020244658,"0","Un_married","other"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"465",23,"Employed",197904," HS-grad",9,5129.5385407284,"0","Un_married","other"," Unmarried"," White"," Female",0,0,35," United-States","0"
"466",33,"Employed",111746," Assoc-acdm",12,7897.8690188378,"0","Married","repair"," Husband"," White"," Male",0,0,45," Portugal","0"
"467",43,"Employed",170721," Some-college",10,7104.8493403941,"0","Married","repair"," Husband"," White"," Male",0,0,20," United-States","0"
"468",28,"Gov",70100," Bachelors",13,8016.2649359554,"0","Un_married","specialty"," Not-in-family"," White"," Male",0,0,20," United-States","0"
"469",41,"Employed",193626," HS-grad",9,5723.5610680655,"0","Married","repair"," Unmarried"," White"," Female",0,0,40," United-States","0"
"471",25,"Employed",189775," Some-college",10,5316.8852496892,"0","Married","clerical"," Own-child"," Black"," Female",0,0,20," United-States","0"
"473",59,"Gov",286967," HS-grad",9,5229.445181787,"0","Married","transport"," Husband"," White"," Male",0,0,45," United-States","0"
"474",45,"Gov",164427," Bachelors",13,8168.8198437914,"0","Un_married","specialty"," Unmarried"," White"," Female",0,0,40," United-States","0"
"475",38,"Employed",91039," Bachelors",13,6778.6666238681,"0","Married","sales"," Husband"," White"," Male",15024,0,60," United-States","1"
"476",40,"Employed",347934," HS-grad",9,6284.4007434323,"0","Un_married","other"," Not-in-family"," White"," Female",0,0,35," United-States","0"
"513",44,"Employed",202692," Masters",14,6562.4374477193,"0","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","0"
"514",44,"Employed",109339," 11th",7,5236.0037444159,"0","Un_married","inspector"," Unmarried"," Other"," Female",0,0,46," Puerto-Rico","0"
"515",26,"Employed",108658," HS-grad",9,7565.1231128722,"0","Un_married","inspector"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"516",36,"Employed",197202," HS-grad",9,5506.0841608793,"0","Married","other"," Husband"," Black"," Male",0,0,40," United-States","0"
"517",67,"Employed",231559," Prof-school",15,5894.2892961204,"0","Married","specialty"," Husband"," White"," Male",20051,0,48," United-States","1"
"518",39,"Gov",207853," 12th",8,6665.7653003931,"0","Married","support"," Husband"," White"," Male",0,0,50," United-States","0"
"519",57,"Employed",190942," 1st-4th",2,7039.3301481381,"0","Un_married","house_servant"," Not-in-family"," Black"," Female",0,0,30," United-States","0"
"520",29,"Employed",102345," Assoc-voc",11,8857.4943384156,"0","Un_married","repair"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"521",31,"Employed",41493," Bachelors",13,5270.6524720416,"0","Un_married","farming"," Not-in-family"," White"," Female",0,0,45," United-States","0"
"523",44,"Employed",210525," Some-college",10,7331.3509132713,"0","Married","transport"," Husband"," White"," Male",0,0,40," United-States","0"
"524",29,"Employed",133937," Doctorate",16,5488.5324630886,"0","Un_married","specialty"," Own-child"," White"," Male",0,0,40," United-States","0"
"525",30,"Employed",237903," Some-college",10,7524.4842311367,"0","Un_married","cleaner"," Unmarried"," White"," Female",0,0,40," United-States","0"
"526",27,"Employed",163862," HS-grad",9,6817.0274756849,"0","Un_married","transport"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"527",27,"Employed",201872," Some-college",10,6204.2159372941,"0","Married","sales"," Husband"," White"," Male",0,0,50," United-States","0"
"528",32,"Employed",84179," HS-grad",9,6673.3482126147,"0","Un_married","cleaner"," Not-in-family"," White"," Female",0,0,45," United-States","0"
"529",58,"Employed",51662," 10th",6,5306.7925963551,"0","Married","other"," Wife"," White"," Female",0,0,8," United-States","0"
"530",35,"Gov",233327," Some-college",10,6567.1264380217,"0","Married","guard"," Husband"," White"," Male",0,0,40," United-States","0"
"531",21,"Employed",259510," HS-grad",9,8437.5433223322,"0","Un_married","cleaner"," Own-child"," White"," Male",0,0,36," United-States","0"
"532",28,"Employed",184831," Some-college",10,7847.3913725466,"0","Un_married","repair"," Unmarried"," White"," Male",0,0,40," United-States","0"
"533",46,"Employed",245724," Some-college",10,6824.5693305507,"0","Un_married","managerial"," Not-in-family"," White"," Male",0,0,50," United-States","0"
"534",36,"Employed",27053," HS-grad",9,7393.3232873678,"0","Un_married","other"," Unmarried"," White"," Female",0,0,40," United-States","0"
"535",72,"Employed",205343," 11th",7,5471.5533014387,"0","Un_married","clerical"," Unmarried"," White"," Female",0,0,40," United-States","0"
"536",35,"Employed",229328," HS-grad",9,6683.117008768,"0","Married","inspector"," Wife"," Black"," Female",0,0,40," United-States","0"
"537",33,"Gov",319560," Assoc-voc",11,8773.0487817898,"0","Un_married","repair"," Unmarried"," Black"," Female",0,0,40," United-States","1"
"538",69,"Employed",136218," 11th",7,5533.681826666,"0","Un_married","inspector"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"539",35,"Employed",54576," HS-grad",9,7518.6162665486,"1","Married","inspector"," Husband"," White"," Male",0,0,40," United-States","0"
"541",34,"Employed",148291," HS-grad",9,8588.668320328,"0","Married","support"," Wife"," White"," Female",0,0,32," United-States","0"
"542",30,"Employed",152453," 11th",7,7567.4221040681,"0","Married","other"," Husband"," White"," Male",0,0,40," Mexico","0"
"543",28,"Employed",114053," Bachelors",13,5330.6212192401,"0","Un_married","transport"," Not-in-family"," White"," Male",0,0,55," United-States","0"
"544",54,"Employed",212960," Bachelors",13,8503.929739818,"0","Married","sales"," Husband"," White"," Male",0,0,35," United-States","1"
"545",47,"Employed",264052," Some-college",10,7859.7914706916,"0","Married","specialty"," Husband"," White"," Male",0,0,50," United-States","1"
"546",24,"Employed",82804," HS-grad",9,6682.3438275605,"0","Un_married","cleaner"," Unmarried"," Black"," Female",0,0,40," United-States","0"
"547",52,"Employed",334273," Bachelors",13,6001.0740570724,"0","Married","specialty"," Husband"," White"," Male",0,0,60," United-States","1"
"548",20,"Employed",27337," HS-grad",9,5125.8167279884,"0","Un_married","cleaner"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,48," United-States","0"
"549",43,"Employed",188436," Masters",14,5265.0290820748,"1","Married","managerial"," Husband"," White"," Male",5013,0,45," United-States","0"
"550",45,"Employed",433665," 7th-8th",4,6816.8250601739,"0","Un_married","other"," Unmarried"," White"," Female",0,0,40," Mexico","0"
"551",29,"Employed",110663," HS-grad",9,8885.2320536971,"0","Un_married","repair"," Not-in-family"," White"," Male",0,0,35," United-States","0"
"552",47,"Employed",87490," Masters",14,5074.3394456804,"0","Un_married","managerial"," Unmarried"," White"," Male",0,0,42," United-States","0"
"553",24,"Employed",354351," HS-grad",9,5369.5835247636,"0","Un_married","repair"," Own-child"," White"," Male",0,0,40," United-States","0"
"554",51,"Employed",95469," HS-grad",9,5922.7425884455,"0","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","0"
"555",17,"Employed",242718," 11th",7,8940.3370870277,"0","Un_married","sales"," Own-child"," White"," Male",0,0,12," United-States","0"
"556",37,"Employed",22463," Assoc-voc",11,5007.3446352035,"0","Married","repair"," Husband"," White"," Male",0,1977,40," United-States","1"
"557",27,"Employed",158156," Doctorate",16,5097.964271903,"0","Un_married","specialty"," Not-in-family"," White"," Female",0,0,70," United-States","0"
"558",29,"Employed",350162," Bachelors",13,6572.1340375021,"0","Married","managerial"," Wife"," White"," Male",0,0,40," United-States","1"
"560",36,"Employed",28738," Assoc-acdm",12,5083.6991798133,"0","Un_married","sales"," Unmarried"," White"," Female",0,0,35," United-States","0"
"561",58,"Gov",283635," Bachelors",13,5958.5605775937,"0","Un_married","specialty"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"562",26,"Employed",86646," Some-college",10,8454.862575978,"0","Married","repair"," Husband"," White"," Male",0,0,45," United-States","0"
"564",57,"Employed",69884," HS-grad",9,8147.7434299886,"0","Married","sales"," Husband"," White"," Male",0,0,40," United-States","1"
"565",59,"Employed",199713," HS-grad",9,8534.6504300833,"0","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"566",31,"Employed",340939," Bachelors",13,6661.1679885536,"0","Un_married","support"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"567",21,"Employed",197747," Some-college",10,5931.8647766486,"0","Un_married","sales"," Own-child"," White"," Female",0,0,24," United-States","0"
"568",29,"Employed",34292," Some-college",10,5856.826110743,"0","Un_married","clerical"," Not-in-family"," White"," Male",0,0,60," United-States","0"
"569",18,"Employed",156764," 11th",7,6318.9840549603,"0","Un_married","other"," Own-child"," White"," Male",0,0,40," United-States","0"
"570",52,"Employed",25826," 10th",6,8964.0910644084,"0","Married","repair"," Husband"," White"," Male",0,1887,47," United-States","1"
"571",57,"Employed",103948," Bachelors",13,8739.5711326972,"0","Un_married","specialty"," Not-in-family"," White"," Male",0,0,80," United-States","0"
"574",31,"Employed",168387," Bachelors",13,7072.6557532325,"0","Married","specialty"," Husband"," White"," Male",7688,0,40," Canada","1"
"602",45,"Employed",462440," 11th",7,9272.5241426379,"1","Un_married","other"," Not-in-family"," Black"," Female",0,0,20," United-States","0"
"632",38,"Gov",143774," Some-college",10,5039.4367817789,"1","Un_married","managerial"," Not-in-family"," White"," Female",0,0,45," United-States","0"
"653",50,"Employed",219420," HS-grad",9,7424.3632778525,"1","Married","sales"," Husband"," White"," Male",0,0,50," United-States","1"
"689",36,"Employed",70282," Some-college",10,6011.4489849657,"1","Un_married","clerical"," Unmarried"," Black"," Female",0,0,40," United-States","0"
"694",33,"Employed",194141," HS-grad",9,6907.2592686862,"1","Married","inspector"," Husband"," White"," Male",0,0,40," United-States","0"
"725",29,"Employed",267034," 11th",7,2824.6850296855,"1","Un_married","repair"," Own-child"," Black"," Male",0,0,40," Haiti","0"
"748",37,"Employed",327323," 5th-6th",3,6662.4339502305,"1","Un_married","farming"," Not-in-family"," White"," Male",0,0,32," Guatemala","0"
"758",28,"Employed",196690," Assoc-voc",11,5850.9339252487,"0","Un_married","inspector"," Not-in-family"," White"," Female",0,1669,42," United-States","0"
"759",40,"Employed",130760," Assoc-voc",11,5361.8201287463,"0","Married","managerial"," Husband"," White"," Male",0,0,50," United-States","1"
"760",41,"Employed",49572," Some-college",10,6133.3916876465,"0","Married","managerial"," Husband"," White"," Male",0,0,60," United-States","0"
"761",40,"Employed",237601," Bachelors",13,5366.0559160635,"0","Un_married","sales"," Not-in-family"," Other"," Female",0,0,55," United-States","1"
"762",42,"Employed",169628," Some-college",10,7077.4138318375,"0","Un_married","clerical"," Not-in-family"," Black"," Female",0,0,38," United-States","0"
"763",61,"Employed",36671," HS-grad",9,5440.193596296,"0","Married","farming"," Husband"," White"," Male",0,2352,50," United-States","0"
"764",18,"Employed",231193," 12th",8,7314.1741612926,"0","Un_married","inspector"," Own-child"," White"," Male",0,0,30," United-States","0"
"767",48,"Employed",102102," Assoc-voc",11,8600.8513718844,"0","Married","support"," Husband"," White"," Male",0,0,50," United-States","1"
"768",41,"Employed",32185," Bachelors",13,5688.491451554,"0","Married","support"," Husband"," White"," Male",0,0,40," United-States","0"
"770",23,"Employed",211046," HS-grad",9,8145.5653021112,"0","Un_married","sales"," Not-in-family"," White"," Female",2463,0,40," United-States","0"
"771",60,"Employed",31577," HS-grad",9,6635.027891025,"0","Married","transport"," Husband"," White"," Male",0,0,60," United-States","1"
"772",22,"Employed",162343," Some-college",10,5008.5935080424,"0","Un_married","other"," Other-relative"," Black"," Male",0,0,20," United-States","0"
"773",61,"Employed",128831," HS-grad",9,5469.8048923165,"0","Married","inspector"," Husband"," White"," Male",0,0,40," United-States","0"
"774",25,"Employed",316688," HS-grad",9,7258.3871372044,"0","Un_married","inspector"," Not-in-family"," Black"," Male",0,0,40," United-States","0"
"775",46,"Employed",90758," Masters",14,5373.1952421367,"0","Un_married","support"," Not-in-family"," White"," Male",0,0,35," United-States","1"
"776",43,"Employed",274363," Bachelors",13,6376.3608410955,"0","Married","managerial"," Husband"," White"," Male",0,1902,40," England","1"
"777",43,"Employed",154538," Assoc-acdm",12,8525.326570496,"0","Un_married","repair"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"778",24,"Employed",106085," HS-grad",9,6081.088709645,"0","Un_married","other"," Own-child"," Black"," Male",0,1721,30," United-States","0"
"779",68,"Employed",315859," 11th",7,6583.4174659103,"0","Un_married","farming"," Unmarried"," White"," Male",0,0,20," United-States","0"
"780",31,"Employed",51471," HS-grad",9,6564.598955214,"0","Un_married","clerical"," Unmarried"," White"," Female",0,0,38," United-States","0"
"781",17,"Employed",193830," 11th",7,8638.5571360588,"0","Un_married","sales"," Own-child"," White"," Female",0,0,20," United-States","0"
"782",32,"Employed",231043," HS-grad",9,7502.7497885749,"0","Married","repair"," Husband"," White"," Male",5178,0,48," United-States","1"
"784",33,"Employed",169879," Bachelors",13,7052.8935110197,"0","Married","specialty"," Husband"," White"," Male",3103,0,47," United-States","1"
"785",64,"Employed",270333," Bachelors",13,5616.3554955274,"0","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","1"
"786",20,"Employed",138768," HS-grad",9,7052.3965256289,"0","Un_married","transport"," Own-child"," White"," Male",0,0,30," United-States","0"
"787",30,"Employed",191571," HS-grad",9,7009.8143536598,"1","Un_married","other"," Own-child"," White"," Female",0,0,36," United-States","0"
"789",43,"Employed",94113," Some-college",10,6597.4786486477,"0","Un_married","managerial"," Not-in-family"," White"," Male",0,0,45," United-States","0"
