"fLength","fWidth","fSize","fConc","fConc1","fAsym","fM3Long","fM3Trans","fAlpha","fDist","class"
94.7218,38.4855,4.1226,0.0802,0.0404,25.8007,78.4474,17.5828,1.676,252.039,1
68.9088,26.5542,3.3161,0.1657,0.0867,56.9762,57.051,11.8513,0.7358,266.31,1
25.7288,15.0604,2.5723,0.415,0.2289,1.9492,23.5596,6.7967,27.1409,207.386,1
52.0784,40.8296,3.4468,0.1258,0.0634,19.7963,38.9315,18.2938,5.802,140.33,1
21.9177,10.3998,2.2405,0.5517,0.2902,-3.6236,16.4387,7.5575,46.642,157.678,1
65.4492,27.3974,3.3339,0.1873,0.1092,63.2575,48.282,-12.0008,2.304,245.647,1
98.0245,22.3316,3.5637,0.1797,0.0916,36.9658,95.7514,7.1044,1.447,270.99,1
36.6443,20.9053,3.2578,0.2441,0.1301,28.7896,26.9221,-13.9805,4.5447,133.012,1
41.6134,29.3052,3.1356,0.3505,0.2375,-46.4207,-26.7427,-13.3061,18.278,284.594,1
19.2373,17.3136,2.1761,0.5467,0.29,-26.8638,12.2527,-17.0072,56.8865,78.3783,1
29.1545,12.6045,2.6679,0.449,0.2309,-25.4581,-13.112,-8.6614,24.7086,154.872,1
25.3267,14.4796,2.5496,0.3977,0.213,-18.4885,14.7904,5.3284,81.0686,53.8159,1
61.2981,14.415,2.7563,0.3681,0.2726,66.8466,44.085,-13.2788,21.895,202.806,1
21.1753,19.073,2.5735,0.5501,0.3244,6.4292,16.7017,-13.972,76.2728,175.262,1
33.9768,18.3016,2.7642,0.3408,0.2126,3.7503,24.2362,10.7984,71.4495,43.6149,1
36.8621,14.2671,2.7896,0.3539,0.2183,19.526,30.4941,-7.6983,14.4244,157.392,1
26.1687,20.7041,2.7308,0.3178,0.1942,4.1295,-18.4828,4.8895,64.571,166.01,1
41.4947,23.9692,3.5532,0.2126,0.109,-2.2167,11.9584,11.5529,5.0887,185.47,1
83.8164,25.9336,3.143,0.2158,0.1241,-66.8379,-56.8565,-18.7808,2.173,292.918,1
35.996,15.5616,2.6955,0.4032,0.2147,14.0089,34.9611,9.7797,23.739,116.789,1
12.8548,9.5385,2.2867,0.8165,0.5866,-10.7293,-9.3624,-8.5784,73.8778,99.625,1
39.2466,24.2978,3.1817,0.2468,0.1471,16.6391,26.7323,5.3645,18.4082,165.523,1
83.738,32.8001,3.6126,0.2172,0.1112,10.0435,43.1094,-29.1398,1.4349,371.197,1
45.0286,17.5759,3.0779,0.2608,0.1333,-9.0442,-12.8998,13.0118,11.8623,168.228,1
18.7096,18.0184,2.5283,0.4267,0.2237,4.7676,-12.0674,6.8848,49.4271,170.946,1
20.9469,6.4102,2.1319,0.7823,0.5203,-18.3706,-17.1936,-6.1023,65.694,124.276,1
102.934,36.3217,4.0231,0.1131,0.0584,51.4017,83.3996,-23.4473,0.5982,321.169,1
29.6407,17.2199,2.9619,0.3504,0.2014,8.1711,15.4728,-7.9063,26.1855,191.574,1
21.3145,12.5083,2.3454,0.4515,0.2325,-29.9256,9.2222,-9.3692,13.2097,207.403,1
29.4757,17.0463,2.6069,0.5142,0.2806,9.356,30.8968,-15.4773,12.3834,90.0854,1
77.537,26.5315,3.3195,0.2314,0.1402,-45.7388,78.6207,-10.8984,0.9581,284.693,1
34.8054,28.6052,2.6594,0.3242,0.207,27.3065,21.024,-30.5988,0.9214,253.581,1
36.1456,19.3865,2.9775,0.2791,0.1511,10.6422,24.1048,13.9788,6.6443,149.081,1
33.8872,15.3817,2.5786,0.4011,0.215,-31.4705,20.0251,-8.7236,4.107,203.121,1
25.142,16.2245,2.404,0.5404,0.3373,-6.0245,-26.1279,7.5803,62.969,176.699,1
81.1628,25.2375,3.4946,0.1876,0.1013,43.1695,87.2852,-19.4008,1.577,208.863,1
72.9599,30.7461,3.6432,0.1521,0.0765,-2.8108,59.2303,23.1615,4.988,258.822,1
21.1063,6.6598,2.0917,0.7611,0.4737,20.1204,15.6882,6.1724,7.8499,150.165,1
30.6613,15.0985,2.6994,0.4476,0.2687,20.1007,-16.3498,6.5174,26.9064,151.766,1
58.6077,18.0167,2.8166,0.2578,0.1335,59.9861,38.1032,8.4731,0.256,241.974,1
25.558,10.2586,2.3233,0.4561,0.2352,13.6425,-17.5082,3.6553,2.178,229.673,1
75.596,13.0069,2.8354,0.2805,0.1833,-113.87,44.7505,-7.5942,5.9909,248.281,1
87.2749,42.1656,3.7066,0.2313,0.1217,55.8202,-56.2515,-33.9331,4.4023,385.237,1
79.664,13.2776,2.7694,0.3895,0.2764,-28.399,59.3963,5.1437,1.709,333.205,1
12.6909,11.6998,2.0233,0.7109,0.3839,-15.67,8.7551,10.1004,56.8101,155.297,1
17.8316,10.6337,2.3424,0.6136,0.3205,3.036,-9.0233,6.2132,46.4513,150.953,1
46.9247,20.2722,2.7486,0.314,0.1722,31.8542,31.0256,16.7207,5.1486,270.211,1
25.867,16.2597,2.5605,0.3989,0.2352,8.5181,10.8968,3.8152,3.665,86.6499,1
23.224,0,2.1089,0.7549,0.3852,0,0,-13.9836,90,116.265,1
86.9886,32.8868,3.4965,0.1326,0.0748,-17.8399,89.8199,-13.9605,10.8854,256.601,1
34.1178,12.2455,2.4005,0.5169,0.3082,-14.9147,-17.0831,8.4064,1.154,172.465,1
25.8147,15.3315,2.3674,0.3734,0.2039,36.8062,13.6412,13.8212,0.206,167.508,1
83.5534,23.8092,3.0663,0.2352,0.1249,-9.6127,66.7498,-15.037,0.4554,351.783,1
33.1019,12.8653,2.4091,0.538,0.2943,-16.8991,-11.8281,8.8158,8.0901,199.781,1
33.5855,17.5786,2.899,0.2562,0.1281,1.7194,-15.6455,11.0716,0.441,235.85,1
40.0284,16.5307,2.9348,0.3126,0.1842,-19.2515,22.1593,13.3917,2.184,190.811,1
81.6624,26.8262,3.7255,0.1893,0.1038,44.8891,72.5713,19.2051,0.3395,261.226,1
47.8916,13.88,2.7482,0.3536,0.2045,-29.3292,-31.0968,11.835,4.6031,179.801,1
90.4766,38.2659,3.6727,0.2042,0.1048,-47.7558,44.2203,23.7069,0.141,373.654,1
64.9861,21.2241,3.2083,0.2526,0.1297,23.4481,69.5608,-15.6523,3.404,231.728,1
35.5642,16.9976,2.7164,0.3305,0.1662,34.9673,-25.6281,3.3023,2.03,113.391,1
58.922,29.3917,3.2994,0.3011,0.1614,-27.5232,21.5076,21.7235,2.5884,332.298,1
52.2513,19.1501,2.752,0.2779,0.1708,78.0199,-29.1554,8.5605,0.4811,185.71,1
21.2211,6.8795,2.07,0.7319,0.4213,22.1921,13.4931,-6.259,56.2975,92.9938,1
29.8063,17.6169,2.4914,0.5,0.35,27.3739,29.5774,-20.3248,38.85,107.562,1
23.3221,10.8672,2.2989,0.6231,0.3291,17.1474,18.3243,4.3794,58.039,99.3764,1
23.4331,10.0241,2.4935,0.5811,0.3836,6.2773,18.4647,-8.6736,5.584,189.464,1
58.5847,16.5447,3.0613,0.2171,0.1177,46.464,-26.7368,12.2408,4.933,226.425,1
53.7411,15.5309,2.78,0.2805,0.1419,50.0957,37.6512,-13.0556,26.16,236.574,1
69.5868,22.6932,2.9238,0.2634,0.146,-84.7372,50.6365,-20.1084,1.817,244.718,1
28.3406,18.176,2.4409,0.4384,0.2699,13.5606,15.0991,17.696,27.015,200.397,1
19.5172,15.4178,2.499,0.5452,0.3122,14.8563,17.8343,-13.5523,26.742,250.407,1
18.7375,9.9878,2.2856,0.6321,0.3497,21.9776,11.5671,5.4097,17.6368,50.7272,1
18.2796,10.6091,2.1367,0.5474,0.281,-1.0013,6.7534,4.6502,0.0621,180.919,1
44.7025,17.275,2.882,0.3005,0.1568,39.1008,31.9774,15.3809,14.5058,177.162,1
19.2814,14.4914,2.3064,0.5235,0.3136,-6.0002,16.7003,0.1864,33.6702,46.8615,1
15.5259,11.0836,2.2923,0.6582,0.477,0.1869,2.2598,-9.1742,11.0853,185.27,1
23.8851,15.8349,2.5224,0.4354,0.2177,8.8391,17.2426,15.855,17.1681,185.295,1
18.1854,10.6422,2.1673,0.5442,0.2891,-23.86,-8.8023,2.3166,33.034,219.605,1
21.9413,10.0942,2.29,0.5641,0.3,4.9806,-17.0879,10.3281,15.8411,136.798,1
38.609,25.2966,2.7749,0.2603,0.157,-46.3399,-29.9227,16.786,10.9353,166.406,1
31.0964,14.4152,2.5099,0.3864,0.1994,-37.3381,15.535,-7.1128,18.7547,237.581,1
66.3629,27.4271,3.2559,0.1687,0.0863,-5.4586,33.5983,-18.672,1.2327,232.544,1
20.7297,12.8606,2.2867,0.4548,0.2506,-16.5516,-9.7549,-6.8576,7.9853,168.896,1
21.691,6.7773,2.1658,0.7099,0.413,-23.0895,-12.7144,6.5257,40.2519,103.417,1
28.7647,23.9383,2.8106,0.2753,0.1431,5.3199,-19.565,15.2222,1.126,154.515,1
141.884,18.1945,2.5459,0.4154,0.2319,-146.974,98.6042,-11.7328,5.704,310.081,1
54.5553,20.935,3.0344,0.2236,0.1436,29.2052,41.3859,-12.9588,4.504,87.4514,1
53.7433,23.089,3.0471,0.1974,0.1135,54.9339,44.502,-9.4969,0.9229,84.9414,1
17.6485,10.9792,2.1673,0.5374,0.2891,-0.9245,6.1119,-4.3932,23.7151,112.684,1
28.6793,7.9675,2.2553,0.5944,0.3139,33.1281,18.8419,-6.2511,36.4032,202.981,1
35.904,26.8518,2.8794,0.1954,0.1076,31.3797,33.4534,15.2017,87.6718,126.355,1
73.7512,28.5164,3.4787,0.1677,0.1001,-82.325,60.4878,24.0679,6.3353,259.303,1
114.331,44.5018,4.1676,0.0994,0.0505,25.9534,92.939,27.7561,2.109,286.922,1
20.9469,6.4102,2.1319,0.7823,0.5203,-18.3706,-17.1937,6.1023,71.9164,20.4975,1
97.7222,29.3071,3.8212,0.138,0.0863,-69.7415,76.7612,-8.0848,3.3807,270.704,1
21.2653,7.0229,2.1629,0.6942,0.3677,-24.4647,-9.8968,6.3205,2.5515,157.815,1
42.6868,19.2865,3.071,0.2607,0.138,17.4673,41.7046,10.7413,4.8021,234.337,1
15.4038,11.6905,2.3927,0.6397,0.4069,-3.3332,-2.0741,8.3079,13.4796,160.581,1
35.92,21.2075,3.0284,0.2651,0.1382,-42.8118,-9.3284,-16.3204,5.5489,154.244,1
47.5381,33.4546,3.2243,0.1581,0.0874,-41.9545,-36.2772,26.514,17.858,161.09,1
107.572,30.9831,3.7089,0.1562,0.0783,-95.35,65.5541,-23.4075,2.376,304.361,1
43.072,12.2106,2.6101,0.4049,0.2638,15.0457,29.089,5.78,0.7536,231.376,1
42.7816,16.8095,2.9535,0.2649,0.1564,-23.6508,-32.4638,5.703,12.88,113.583,1
21.5372,15.7724,2.8142,0.4847,0.2937,11.7702,14.5723,-8.1782,5.69,88.5483,1
37.2558,17.8501,2.7226,0.3371,0.179,18.8022,37.3022,13.4788,14.8817,155.799,1
61.2538,48.2495,3.5864,0.1128,0.0693,43.2478,45.3327,37.8267,14.4978,93.0088,1
46.5503,21.7313,2.641,0.3131,0.1726,56.6296,42.9528,21.9683,18.7204,245.797,1
56.4198,16.7197,3.066,0.2345,0.1302,9.1619,47.8684,11.5413,3.093,205.266,1
28.4409,20.246,2.7723,0.3851,0.2627,6.2512,17.6182,7.2573,3.397,135.597,1
42.1493,15.5688,2.9877,0.285,0.1445,49.308,30.3502,12.5711,5.9184,158.071,1
20.7835,7.1998,2.0512,0.6844,0.36,-0.2625,4.9374,-6.0148,64.912,242.85,1
70.6423,20.3857,2.9533,0.2661,0.1576,29.5091,70.0259,18.0326,8.94,209.142,1
25.235,18.4194,2.7324,0.3759,0.1917,-20.4038,-8.6552,3.845,40.5095,236.144,1
42.2236,19.9761,3.2049,0.2583,0.1438,42.4658,33.2289,-12.7014,4.262,192.229,1
48.1898,20.6604,3.2588,0.2447,0.1425,16.2778,32.2888,-10.8913,2.971,183.076,1
34.9412,24.3793,3.1654,0.2412,0.1261,32.5757,-23.1328,-14.5903,5.6692,134.926,1
25.3484,23.7798,2.993,0.2967,0.1509,-9.2368,-21.3467,6.1731,73.19,112.886,1
53.2494,30.1739,3.0022,0.2368,0.1259,51.8209,44.1646,-15.4511,2.9517,290.654,1
39.0441,27.4169,3.2453,0.2081,0.1043,31.4041,26.4831,-14.8493,25.577,140.274,1
32.9178,18.5352,2.9251,0.3125,0.1729,-10.6214,-25.9902,7.8666,7.387,229.296,1
20.8527,10.668,2.1673,0.5918,0.3163,5.6259,-17.1923,7.5715,85.4703,102.541,1
34.7943,21.5846,2.7771,0.3258,0.2097,-8.1357,14.9949,-15.5638,42.3246,161.145,1
24.5739,10.4502,2.4224,0.5028,0.293,-7.3166,-18.4169,7.4281,11.283,172.583,1
52.5731,20.4082,3.1411,0.2789,0.1507,31.586,50.7135,14.2752,10.364,217.54,1
69.0182,17.9498,2.8842,0.2324,0.1273,-12.7302,50.8668,8.4063,7.312,253.205,1
45.5945,21.2593,3.0538,0.2102,0.1144,-19.4628,-32.9385,6.9607,9.0222,216.746,1
62.0635,17.3895,2.7782,0.3667,0.2292,71.2981,52.4938,-11.1993,3.9526,254.026,1
35.3685,25.5231,3.0959,0.2117,0.1079,2.0661,24.007,-7.1707,6.862,211.998,1
71.8916,32.0685,3.662,0.226,0.1299,-39.9444,57.9611,26.3802,4.088,299.69,1
72.6176,17.1847,2.871,0.2355,0.1245,28.4387,65.415,-15.1871,6.9791,265.691,1
26.8718,10.8443,2.5798,0.4789,0.2829,4.5245,21.7144,11.0975,14.5319,202.706,1
84.2514,30.6098,3.2504,0.1629,0.0829,69.1656,58.2115,22.4562,11.124,230.64,1
31.7847,27.1539,2.9791,0.2697,0.1495,14.9426,-22.2961,-22.7852,10.4772,221.642,1
31.1073,14.7015,2.534,0.4474,0.2325,5.0301,-10.4508,8.9168,22.259,213.061,1
39.0712,26.9637,3.2096,0.195,0.1003,17.4869,31.1031,20.494,41.2088,64.7299,1
64.5569,12.6296,2.658,0.3956,0.2099,41.4269,66.4731,1.7769,1.1676,191.294,1
20.4962,7.2066,2.1089,0.7315,0.3696,-2.7703,10.5577,-5.7447,58.679,137.123,1
23.1207,14.0498,2.6479,0.4522,0.2396,3.982,14.7351,-6.5502,22.208,143.885,1
24.5426,17.3565,2.4942,0.4776,0.2612,18.7365,17.7184,12.8455,12.869,80.7642,1
38.0775,17.4715,2.7466,0.3011,0.1532,23.4438,30.6531,-11.8013,20.797,179.288,1
46.9391,17.3862,3.1515,0.2554,0.1337,20.9516,34.8408,-4.2699,0.8525,228.667,1
38.2553,10.8926,2.586,0.4021,0.2218,40.9734,34.4629,-10.3535,1.2447,177.764,1
75.4579,23.318,3.669,0.1841,0.0946,34.7362,71.8543,-15.5098,3.952,243.838,1
63.9494,21.9903,3.4432,0.2152,0.113,-58.7422,61.6217,14.8788,2.881,281.351,1
27.0941,19.6335,2.9332,0.393,0.2385,-8.1922,-14.6973,-10.997,22.48,51.0527,1
66.9964,25.7797,3.387,0.2047,0.1069,13.9634,75.1109,11.1968,3.197,172.902,1
24.0688,16.5052,2.5065,0.4611,0.2321,9.2041,22.983,-14.9769,33.4211,195.517,1
61.0835,21.8459,3.0682,0.206,0.1132,42.0657,31.3106,-12.4707,12.079,225.574,1
20.2097,16.0145,2.5391,0.4335,0.2558,19.521,14.0185,-8.0444,66.05,95.4134,1
47.0181,16.2809,3.0941,0.2705,0.1775,38.7534,32.2463,-8.6135,5.59,197.979,1
81.805,21.9195,2.7482,0.4196,0.2188,-100.882,-38.8638,9.2331,3.38,284.361,1
20.5279,7.2627,2.1021,0.6957,0.3755,0.4696,-5.8225,5.8149,63.637,174.243,1
63.4558,23.6207,3.2119,0.1762,0.0985,69.7127,27.8829,-5.1909,2.8194,248.237,1
31.7098,13.2999,2.667,0.4306,0.2314,39.1792,16.9093,-6.5925,6.187,197.297,1
40.0986,16.2256,2.7846,0.3415,0.2143,22.6936,27.223,9.7016,0.805,181.453,1
59.9876,13.9983,2.772,0.3009,0.1665,62.5592,38.9739,-4.326,5.453,228.919,1
26.2244,13.1076,2.639,0.4478,0.2698,10.4659,14.4842,-9.4439,4.845,193.146,1
30.3031,11.8554,2.5781,0.3567,0.181,14.9382,-21.9329,-6.1281,0.274,201.537,1
18.142,10.6907,2.3324,0.5442,0.286,-0.7682,6.0744,4.7684,42.849,175.7,1
17.7811,15.1024,2.5629,0.5718,0.3297,-7.63,15.6498,11.8488,30.4737,101.088,1
85.889,28.6696,3.7388,0.152,0.0851,25.0748,-37.7939,23.3276,8.2632,206.324,1
31.3696,13.9325,2.6123,0.4957,0.3162,19.6341,21.9052,-12.0297,1.156,127.826,1
40.3914,9.2676,2.4048,0.4449,0.2579,17.3203,34.0171,-9.2817,1.0037,243.84,1
32.434,14.59,2.6191,0.3846,0.1983,14.4526,28.4215,5.4962,59.4695,200.734,1
25.9214,14.0449,2.6933,0.5025,0.2948,4.897,20.1408,6.2421,9.6072,125.722,1
26.6921,22.1137,2.6186,0.3249,0.1889,10.6669,11.5049,-19.1834,2.96,89.9074,1
28.4384,12.8778,2.4646,0.3636,0.1973,12.6578,14.7329,-8.1179,54.7663,147.293,1
20.6376,7.2364,2.1189,0.692,0.3688,0.4506,-5.8171,-5.9033,46.992,151.986,1
54.7437,23.6799,3.5511,0.2007,0.1098,11.2361,54.6158,-11.5118,0.267,198.465,1
42.8336,11.395,2.2683,0.4313,0.2237,18.8068,28.8359,6.8468,9.9089,173.181,1
24.3133,10.2983,2.4464,0.5188,0.2665,8.363,16.6826,-6.5193,1.8092,246.549,1
25.1407,10.8048,2.3865,0.5626,0.3593,4.0279,17.9199,10.9738,2.4381,171.212,1
21.8676,15.3845,2.4362,0.4249,0.2546,25.4564,13.5299,3.9643,17.2981,205.663,1
39.9087,17.1227,2.7243,0.2981,0.1538,27.7499,34.8366,-8.4203,40.603,70.9618,1
41.455,19.2273,2.873,0.2371,0.1226,27.7404,30.6491,-10.9301,15.3576,163.885,1
41.9629,17.1655,2.7763,0.2812,0.1414,-37.8286,-21.24,15.7544,12.001,187.975,1
31.9317,19.254,2.7882,0.3518,0.2011,6.4928,27.0813,-14.7291,3.7064,110.549,1
13.453,9.7891,2.2418,0.8252,0.4957,13.0028,7.8225,-11.3998,11.4657,172.05,1
18.5398,14.3516,2.4487,0.548,0.3826,-0.96,-3.8804,10.8789,35.495,87.9001,1
25.7604,17.3243,2.6812,0.3937,0.199,25.6382,19.2247,-12.8677,10.273,128.933,1
18.7801,12.7489,2.4385,0.5683,0.3005,14.6127,13.6885,-6.362,84.5089,40.3003,1
60.4595,21.1343,2.9117,0.2757,0.1808,48.8007,50.9982,15.5546,9.214,287.473,1
57.0527,36.147,3.215,0.3456,0.1911,-1.5925,46.8314,19.0895,9.093,341.91,1
34.4713,22.056,3.2102,0.2478,0.1316,12.1284,9.5699,-5.215,14.0804,133.505,1
13.1797,10.8931,2.1123,0.7722,0.3977,-14.8638,2.3052,11.8602,25.297,147.204,1
91.2979,51.3509,3.9785,0.135,0.076,-89.8026,39.1916,26.0257,2.007,391.263,1
93.1434,23.7479,3.1433,0.2013,0.1024,14.8203,86.5242,12.3173,13.1944,285.632,1
13.582,9.9525,2.2317,0.8211,0.4311,-14.5319,-4.8815,-11.802,71.5811,88.0816,1
29.8433,10.6235,2.3589,0.5339,0.3348,26.9623,25.6015,9.6283,75.863,240.559,1
29.7001,14.132,2.5099,0.4513,0.2581,10.2064,23.6915,-7.8984,43.4617,193.311,1
13.2866,10.3837,2.2867,0.7959,0.4677,13.6013,5.8373,11.351,72.4904,227.185,1
41.1061,17.0662,2.8633,0.3548,0.1842,7.2919,23.4627,13.8284,0.4014,217.195,1
102.416,29.5979,3.3576,0.1598,0.088,-80.0218,61.0851,13.7615,7.5904,283.61,1
94.6087,27.5122,3.26,0.1259,0.0651,-82.8894,71.8442,21.339,2.314,277.217,1
25.3765,9.1271,2.3988,0.5469,0.3493,12.5064,-10.1528,4.4152,9.172,208.378,1
47.8141,39.3699,3.2659,0.2245,0.1141,46.2922,34.2703,-23.2266,12.0685,152.651,1
28.3658,16.7161,2.5434,0.4292,0.216,25.6624,21.1782,-9.8803,4.663,55.8436,1
50.7743,18.7763,3.0743,0.2689,0.158,25.0603,51.1045,12.3973,5.1845,281.517,1
72.9815,24.8335,3.1974,0.1853,0.0936,32.6597,67.6604,16.271,2.203,239.302,1
13.655,9.7647,2.3064,0.8296,0.4321,-14.5885,-4.8081,-11.764,35.794,145.977,1
30.2588,13.9882,2.601,0.3559,0.1892,21.9051,21.0869,9.6346,8.936,126.812,1
28.7776,15.095,2.4683,0.4116,0.216,9.8831,-17.471,-10.0492,30.035,97.7925,1
19.9839,11.2832,2.3962,0.5984,0.3072,12.2687,18.484,-7.9177,26.112,148.313,1
19.4697,15.868,2.3075,0.5665,0.2833,25.9782,-4.3982,17.3153,17.713,217.286,1
112.704,75.6026,4.3784,0.0668,0.034,71.743,72.1956,40.15,6.2016,310.395,1
27.6162,18.0869,2.6309,0.3275,0.186,-11.8881,-13.0222,6.0149,85.521,72.3563,1
114.429,23.4997,2.9892,0.2829,0.1492,-112.674,69.2354,5.8864,13.0638,292.238,1
47.8108,20.5476,3.0445,0.1913,0.1015,57.6978,-19.8689,7.6107,8.4572,196.396,1
47.0427,14.7014,2.4133,0.4015,0.2143,-63.2359,31.0986,5.7917,24.1144,154.355,1
39.3022,21.6769,3.033,0.2234,0.1145,50.9219,27.5134,14.8012,1.1935,209.699,1
20.7038,7.1448,2.0774,0.728,0.3724,23.5528,11.0689,5.9148,9.9488,180.945,1
24.6901,10.7727,2.4224,0.552,0.3233,-7.8361,-22.0628,3.0269,21.7968,214.126,1
20.9434,14.775,2.5065,0.5202,0.3474,18.9221,17.923,-8.4022,23.4769,210.481,1
25.7974,15.0539,2.608,0.4069,0.2109,-18.2012,13.4294,9.2773,58.6235,38.5349,1
22.256,10.187,2.2553,0.5833,0.325,-22.8476,-18.7104,10.9936,13.602,172.622,1
33.6096,24.4123,2.8466,0.2235,0.1146,23.8849,30.4137,4.9547,51.7341,158.331,1
19.6701,13.518,2.574,0.5467,0.3133,2.1252,-9.3456,5.6636,75.209,173.977,1
35.3435,20.3618,3.0548,0.2803,0.1653,16.9883,33.8939,-11.4984,4.405,96.4839,1
80.2771,42.3175,3.9704,0.1066,0.0571,58.1949,88.3076,34.0655,5.913,178.573,1
73.9749,21.0084,3.0048,0.2779,0.1538,-116.756,43.8813,18.8414,2.006,303.874,1
55.7402,24.0378,3.1351,0.167,0.0861,-44.197,-42.2021,-13.135,18.03,200.401,1
13.1053,10.5762,2.2266,0.7774,0.4837,-13.2998,-4.3241,-10.1826,10.381,183.961,1
41.6172,27.5223,3.3406,0.2131,0.1134,1.9107,42.088,-13.3336,25.23,135.35,1
68.0656,24.9571,3.2241,0.1689,0.0874,-80.3767,-33.9962,-15.6621,8.0874,257.71,1
12.9644,11.2948,2.0952,0.747,0.3735,14.9999,0.4805,-11.7862,5.011,75.2872,1
49.6514,24.7284,3.0939,0.2199,0.1116,39.5172,41.6345,-15.3457,0.839,264.9,1
18.9013,10.1965,2.2695,0.5538,0.3145,-23.6065,-9.8477,-2.8327,0.3038,80.3171,1
20.2913,7.3155,2.2753,0.7003,0.3899,-0.3168,4.9596,-5.6098,68.446,139.11,1
22.3075,0,2.1055,0.7529,0.4431,1.8826,-10.3925,-1e-04,25.035,184.187,1
84.7379,22.0081,3.0993,0.2132,0.1269,20.2899,88.0172,18.9077,6.3777,247.2,1
12.5887,11.8511,2.0626,0.7013,0.368,15.876,-8.6777,-10.4661,50.5733,244.466,1
76.1177,35.978,3.9144,0.1207,0.0611,27.5879,77.244,-22.7704,1.8785,165.033,1
27.0469,7.7368,2.2201,0.6205,0.3163,11.8543,-14.486,-5.4268,12.261,161.136,1
59.975,26.4656,3.2067,0.2628,0.1687,-54.284,49.6809,-13.4335,13.157,287.1,1
64.587,28.563,3.4475,0.2241,0.1208,67.0937,50.7011,-22.1067,1.926,307.242,1
51.1672,16.4353,2.6217,0.3226,0.1852,-31.0984,32.9364,-8.7239,5.521,177.361,1
34.9856,23.1396,2.8392,0.2969,0.1571,18.1047,-20.4761,-11.7366,20.0586,137.561,1
52.6766,11.9255,2.6325,0.6154,0.3112,48.8305,44.596,-6.3226,2.992,265.238,1
128.703,29.7823,2.7853,0.2967,0.1533,-11.5698,-165.327,21.0125,45.0304,185.718,1
28.7242,12.3564,2.6839,0.4244,0.2288,20.5459,16.5567,8.8287,13.962,125.408,1
20.5867,12.5551,2.3212,0.463,0.2458,-2.1316,11.3816,10.1354,31.2984,175.519,1
37.1788,20.4076,2.5447,0.3252,0.184,-35.7474,-26.9113,-12.3988,11.6695,149.369,1
95.2356,33.7887,3.1361,0.2573,0.1436,37.1219,-67.587,-30.0828,5.01,367.438,1
28.1928,16.9707,2.7376,0.3202,0.1711,5.2327,-19.0277,-12.4645,10.515,241.152,1
19.7408,9.6806,2.248,0.5819,0.3249,-24.2214,-9.5585,-3.2794,57.0635,195.445,1
13.1978,10.3512,2.2467,0.7932,0.4901,-13.1068,-6.2493,10.7913,32.221,177.329,1
28.7016,12.8039,2.5045,0.3599,0.1862,-13.8537,-10.5429,5.9434,0.8,212.516,1
35.927,14.8053,2.8189,0.3824,0.2314,-17.7292,-20.3995,-11.137,5.938,193.031,1
42.1804,14.7819,2.6058,0.347,0.1772,47.9611,31.3598,9.3111,13.5661,260.044,1
56.2287,29.0967,3.5475,0.1607,0.0855,58.9663,39.5737,-20.7087,7.4349,166.96,1
25.2155,10.8264,2.4822,0.4942,0.2652,7.5599,19.81,6.1681,48.887,45.0717,1
16.3876,11.0287,2.3139,0.6311,0.4248,-0.486,2.765,-8.3023,39.7158,237.835,1
72.0293,10.148,2.7408,0.3015,0.1571,85.1883,-39.2013,-3.5795,6.707,163.469,1
39.7162,17.1007,2.9998,0.3442,0.1946,44.3164,35.6147,10.2532,7.058,175.132,1
44.0857,18.8853,3.0137,0.2578,0.1352,26.5461,-28.5581,12.1096,0.7342,213.539,1
36.1321,13.7532,2.5658,0.4946,0.3274,10.6389,35.3679,-8.5781,4.167,220.93,1
27.2726,12.6129,2.7288,0.3978,0.2512,-10.4679,-17.5545,-9.9008,3.789,185.431,1
42.8789,17.0404,2.9266,0.2664,0.1356,5.0808,-25.2515,-8.5206,6.738,202.799,1
25.1635,16.3015,2.6304,0.3888,0.226,-15.8474,-9.2911,-8.8203,15.053,142.65,1
28.9099,25.5902,3.3228,0.3039,0.1557,9.2788,-24.6831,-9.8216,19.1765,41.3114,1
41.116,14.6575,2.7088,0.3421,0.1945,31.3911,31.5955,9.1693,7.629,220.475,1
104.672,39.6681,3.8711,0.1386,0.0708,-84.4156,72.5498,-24.3648,1.3782,314.936,1
58.6548,24.3642,3.4442,0.1553,0.0789,57.9854,48.6375,-12.2491,1.0525,254.674,1
23.6245,12.651,2.5478,0.4873,0.2564,20.123,9.9205,-9.3216,9.529,175.905,1
19.5643,12.8904,2.4661,0.4923,0.2718,15.8812,11.0682,-5.2896,1.7384,195.067,1
74.3874,23.93,2.9445,0.1989,0.1085,55.7202,74.6241,-12.5345,3.3108,282.046,1
27.6381,14.0933,2.9289,0.391,0.215,-3.2781,9.1341,-7.5452,11.2393,207.942,1
65.0708,12.4822,2.8463,0.2949,0.1645,10.5672,51.3853,-6.7629,5.1913,237.093,1
62.8329,18.5583,2.8092,0.3243,0.1652,75.1173,46.1448,-14.7127,6.4855,234.326,1
48.0873,42.8229,3.907,0.141,0.076,7.169,39.2089,29.0853,18.8033,112.442,1
23.4162,13.1513,2.3274,0.4941,0.3176,-23.6845,-15.6702,8.3053,78.726,91.9944,1
272.063,20.1242,2.5563,0.4556,0.2319,-349.757,203.863,-13.8784,62.3504,184.06,1
17.4898,7.1962,2.2753,0.8435,0.5279,-5.02,5.0717,5.32,45.254,60.518,1
